,stock,week,model,R2,RMSE,MAE,MedAE,MAPE(%),SMAPE(%),QLIKE
34,9323.0,23,AR-EWMA,-1.8959179380260012,0.00023135796057338062,0.0001891875899085942,0.00016849273232494508,3401910740598630.5,51.91797386088661,3.328865994091046
35,9323.0,23,Naive,-1.599039475196232,0.0002191784037445034,0.0001307794775228414,7.114752642094892e-05,2406779323881112.0,36.35788599949553,3.3553273536748986
36,9323.0,26,AR-EWMA,-0.7387689776431794,0.0001637425708010662,0.00013438635776086866,0.00012144696883465858,3118488717731069.5,41.071150766270975,3.379386910762921
37,9323.0,26,Naive,-0.801438301136363,0.00016666728437129193,0.00012800021650111052,0.00010499750598463216,3581961076712773.5,42.270213024074934,4.080503844352562
38,22675.0,2,AR-EWMA,0.014253513604043588,0.00019621101398206492,0.0001580264722434034,0.0001402130979294079,46.07613623493062,33.988630216475094,4.118506472285801
39,22675.0,2,Naive,0.06076885495725082,0.0001915256769203787,0.00015169810434462552,0.0001276158584847754,37.47360572453321,34.58361219890473,4.255475986784541
40,22675.0,4,AR-EWMA,-0.3326876672447696,0.00025659626068254553,0.00020603096756454065,0.00017944431460712996,36.37391831040296,30.434486519604913,4.911091704231369
41,22675.0,4,Naive,-1.2462150803288474,0.0003331285106287281,0.0002758363662769925,0.0002456972189578826,46.840890824154854,41.67356344767777,5.285432123877468
42,22675.0,5,AR-EWMA,-0.12394015491473742,0.00017500125389212863,0.0001454060708357655,0.00013512859055437825,43.239879914355065,32.983935525740726,4.086543689124816
43,22675.0,5,Naive,-0.8509468339179003,0.00022457765302651164,0.00017593057235823953,0.00015266970035508867,49.1321730275798,38.71799126324937,4.371634120244801
44,22675.0,8,AR-EWMA,-0.2333738896504456,0.0003554629054507719,0.00028392687789083245,0.00023698840625772921,39.50715343701737,31.096928599472818,5.42110316169757
45,22675.0,8,Naive,-0.47017626607979435,0.00038808925171144844,0.0002992079153314927,0.0002208265934688928,36.539535623064864,33.876274869396916,5.580913950570079
46,22675.0,12,AR-EWMA,-0.26996255169961225,0.0001978672446194827,0.0001553779008593522,0.00013455438950841407,33.38560891183091,28.59805458947032,4.497073976907314
47,22675.0,12,Naive,-0.38963913731147204,0.00020698051688453702,0.00015519713780944567,0.00012288926938679173,29.727248094935653,29.482968933987756,4.629772212933523
48,22675.0,19,AR-EWMA,-1.6961526461656637,0.00027163103965965554,0.00023614762574177703,0.00022864557125859154,100.58521686137057,56.29756920446969,3.7916198665218146
49,22675.0,19,Naive,-0.27528916178532636,0.00018681489146302302,0.00014787224840061354,0.00011972722186631503,49.85470832633169,47.15641024986415,4.644582125318136
50,22675.0,25,AR-EWMA,0.007979236834276371,0.00017263225798805004,0.00012439348310868819,0.00010552871167955804,51.28663211353797,37.98453244674687,3.4900177378899064
51,22675.0,25,Naive,-0.2938819101921055,0.0001971554970527563,0.00014486112875507174,0.0001160939330905901,53.98223738594054,44.82644795579484,3.905966503191856
52,22675.0,26,AR-EWMA,0.014886856417882566,9.973576509772101e-05,7.805566016893159e-05,6.477917456819803e-05,35.59939305563151,29.777597466536943,3.0775838368885355
53,22675.0,26,Naive,-0.17409860622972761,0.00010888301875588559,8.301376429843411e-05,6.138376437948639e-05,33.69679224894425,32.335464073725504,3.2438535062945415
54,22675.0,28,AR-EWMA,-0.06958500090608988,0.00018651570924239932,0.00014499031608081848,0.00012372918666966434,42.19584075441543,35.88638025036032,4.070490709602381
55,22675.0,28,Naive,-0.08758138600138188,0.0001880782811068992,0.000147750883456904,0.00012144471974381854,42.783515928345636,37.00508347617383,4.141971003127696
56,22675.0,29,AR-EWMA,0.11457695900868292,0.00013007416248356752,9.963573570395822e-05,8.355381995892539e-05,42.934406525029615,33.84256338231753,3.3058628836324613
57,22675.0,29,Naive,-0.2811889620733221,0.00015646680799941823,0.00011718401971342564,9.470394938152707e-05,40.24908964453147,43.64660989406286,4.662520454525914
58,22675.0,35,AR-EWMA,0.150594596530368,0.00011859280441058275,9.283621299417995e-05,7.911376566703279e-05,43.30968507888135,33.20057412673984,3.182787924171482
59,22675.0,35,Naive,-0.3005784885664251,0.00014674695982523197,0.00011451388263738537,9.978327512608845e-05,43.52291158562359,47.112404007433554,4.4566583215308615
60,22729.0,4,AR-EWMA,-0.14562300982367682,0.0003293442789021927,0.0002433269076428617,0.00019323805595458237,38.42032392249043,30.217578524875023,5.343253930699869
61,22729.0,4,Naive,-1.1553195587337641,0.000451736408501733,0.00032699781222151096,0.00022743888766711738,47.88985025972071,37.587157936835276,5.763837476766939
62,22729.0,12,AR-EWMA,-0.6010074141901021,0.000267416452044374,0.0002164850739115746,0.00018256894503471002,51.65589972835044,36.35815094602927,4.696635630593381
63,22729.0,12,Naive,-0.4621587192233729,0.000255557546579438,0.00019920238919668773,0.00015914130335857032,38.960413537481955,35.97409883719779,4.879187048892106
64,22729.0,14,AR-EWMA,-1.2159717530668872,0.00023600263142159393,0.00019466301093867607,0.00018403787512208703,85.25067763096513,50.5766653481266,3.7554357248094803
65,22729.0,14,Naive,-1.1654312476065556,0.0002332958079004493,0.00016550728611700228,0.00011663326267079346,56.37720407418975,44.09851292783953,3.9540427485644387
66,22729.0,17,AR-EWMA,0.10793887467252394,0.00023630561712797876,0.00018978060428615143,0.0001711496519653879,70.8950495205208,44.14639031855653,4.041085043173891
67,22729.0,17,Naive,0.00878488495457963,0.0002490925257024792,0.00018637351323332017,0.00015891008822917137,63.25701303699718,43.02937228725759,4.232197633387314
68,22729.0,21,AR-EWMA,-6.063808121405978,0.00045443254551740566,0.0003839810129016652,0.0003191983003309641,294.6071572389733,94.8351665276952,3.743144477184238
69,22729.0,21,Naive,-3.5645832094753436,0.0003653007336518555,0.00019751880718839698,9.452510752804575e-05,111.70212961482757,58.57294943044029,3.4328027743338314
70,22729.0,24,AR-EWMA,-0.09852828108569134,0.00021626811812571725,0.0001405655236876208,0.00011005849846808682,66.48963508172392,46.777148813470134,4.181405492072445
71,22729.0,24,Naive,-0.30261220123926047,0.00023550191937963963,0.0001624280529125489,0.0001263536276799938,64.50299816969101,57.97514105822301,6.600152251923929
72,22729.0,28,AR-EWMA,-0.08946317743561538,0.0001665568353554072,0.00013453814083778788,0.00012194055065878722,131.5578056229494,52.35475593669515,3.207371343146426
73,22729.0,28,Naive,-0.4880619120255656,0.00019465550158115322,0.00015365557203871015,0.00012872288209205026,114.15828840590945,56.408453276703995,3.5090153000060087
74,22729.0,29,AR-EWMA,-0.0039011050025397065,0.00014517027568653588,0.00011156617269494582,8.504024585988859e-05,56.17305681587155,42.78228907366754,3.428814197222721
75,22729.0,29,Naive,-0.5334118995056938,0.00017941619828285563,0.00014166434831510574,0.00011590400848216658,60.518009127368344,62.19478739190302,8.007808537368465
76,22729.0,30,AR-EWMA,-0.1415398917201327,0.00015527709096395436,0.00012585170995889786,0.00010797553568690898,98.84341510121925,48.00088581650161,3.2454590103377887
77,22729.0,30,Naive,-0.46250933355907775,0.00017575640590699468,0.0001360011318357145,0.00011612258013195626,84.24514371584394,52.884685110613205,4.211359445782549
78,22729.0,33,AR-EWMA,-2.149726255718823,0.00028262183056650765,0.0002285356506531662,0.00018888159911406252,123.39999372122494,59.34041505723883,3.6439250800021696
79,22729.0,33,Naive,-2.0309351477105864,0.00027724110533388393,0.00019987230532857926,0.00014230804935648993,77.90366028509416,66.94087599488836,7.898456497445621
80,22729.0,35,AR-EWMA,0.23833245680657678,0.00013339029727740706,0.00010952630979817935,9.996467746691699e-05,2933927384756526.0,45.61162920580809,3.0493909407775517
81,22729.0,35,Naive,0.202754387358827,0.0001364701235304254,0.00010603545326674821,8.325279016406188e-05,1536335875867205.2,44.64036710176754,3.2313322614526383
82,22753.0,6,AR-EWMA,-2.147013388966825,0.0002654623941172667,0.0001876934144680129,0.00012940282725500823,48.45541391983992,35.72284108239738,3.912939154225291
83,22753.0,6,Naive,-2.499901176110511,0.00027995072875742425,0.000153370219536877,7.886505052117905e-05,35.804770915543116,29.4977108532344,3.9025718791608055
84,22753.0,8,AR-EWMA,0.2611543088982482,0.00024634462242723623,0.00018134812498711003,0.00013066970150628406,23.22590245293614,20.767270125586254,5.284300536620325
85,22753.0,8,Naive,0.021011230845924933,0.0002835665952312875,0.00020478348247983229,0.00014757776427198888,24.96151096994591,23.150111337951916,5.332843740599509
86,22753.0,16,AR-EWMA,0.1163716473862706,0.0001256881030503547,0.00010229303685801137,9.797895701274386e-05,31.5847440834018,26.426013318933595,3.6502079011572333
87,22753.0,16,Naive,0.10162639097511306,0.00012673245362448282,9.656746960898356e-05,7.61025672150902e-05,27.39215551230111,27.334042460508535,3.813670065448545
88,22753.0,17,AR-EWMA,0.1589541855285831,0.0001497001157611691,0.00011562576697291606,0.0001061672741901725,33.47047715281499,27.687116802332557,3.9541396895150935
89,22753.0,17,Naive,0.11989298437399143,0.00015313697031789418,0.00011285419351176967,9.195094228325807e-05,29.45588978649637,26.270425707011274,3.9705908165675483
90,22753.0,19,AR-EWMA,-0.9296135271410224,0.0002537052465684172,0.00021290438150001895,0.00020977411951032368,60.23531845913791,43.002599112677444,3.988349897241472
91,22753.0,19,Naive,0.019704600847825215,0.00018083094967738612,0.00012990466181481578,0.00010154019707332557,31.55089537455694,30.93349271827419,4.0851559798512005
92,22753.0,28,AR-EWMA,0.13833018110058037,0.00014580414770424158,0.00010998672706984769,9.091287388393185e-05,24.972028473628207,23.582116844678577,4.147314650058069
93,22753.0,28,Naive,0.08795480491426544,0.00015000565017514157,0.00011121234915483278,8.533246176221972e-05,23.196965263140314,25.246796227967,4.29595976856138
94,22753.0,33,AR-EWMA,0.2762389602026999,0.00014029926900724902,0.00011552976596695581,0.00010569442392681852,34.35606444036875,27.502863091195117,3.85793843865035
95,22753.0,33,Naive,0.3801621102884829,0.00012983652037482714,0.00010090788310895193,7.892399471796779e-05,28.127706089470877,24.278065770067478,3.844374666381024
96,22753.0,37,AR-EWMA,0.027384158800677127,0.00019195340156104084,0.00014142926983437703,0.0001268213112413756,36.840721460784586,29.43453441249646,4.2235032363635305
97,22753.0,37,Naive,0.045861641753057514,0.0001901213200527487,0.00013091634721950073,0.00010933526836940378,30.304460815346218,28.90402822887842,4.366794996069542
98,22771.0,4,AR-EWMA,-0.035777388693496004,0.0003634178134686064,0.0002761012199181815,0.00022657173872603722,41.633948211516646,33.978033236640904,5.443242218515955
99,22771.0,4,Naive,-0.5691988419669285,0.0004473134815684637,0.0003454760687065393,0.00027995359345246625,47.261433589095454,41.20813462492384,5.736448461659807
100,22771.0,11,AR-EWMA,0.061215423219041054,0.00029922858781289283,0.0002225571093048454,0.00018490449467997618,53.011419036231345,37.67665865616713,4.779633871078038
101,22771.0,11,Naive,-0.44070624647710943,0.0003706874045428564,0.0002602194613192093,0.0001862058346106366,50.59987783050695,44.983711990556664,5.94478725910575
102,22771.0,12,AR-EWMA,-0.023584477061366238,0.000257962185969755,0.0002083799709523435,0.00018111141607863646,39.94805002627945,30.79616177796917,4.947622997058462
103,22771.0,12,Naive,-0.1708120780328548,0.00027589116935269545,0.00021940757212928803,0.0001834547721135739,36.05293899228518,36.45538844981762,5.497244477105463
104,22771.0,14,AR-EWMA,0.03801293691023944,0.00018764895948860066,0.00013830489490723142,0.00010773711718141645,38.79699635037304,31.19280136019943,4.180292558603893
105,22771.0,14,Naive,-0.3659239648890418,0.00022360154865800635,0.00017023846955787413,0.00014140554657473764,43.03956604598717,39.35080819249034,4.573364760051789
106,22771.0,15,AR-EWMA,-0.21221537749363595,0.00023923281312711295,0.00020614969872230057,0.00020856505750816692,80.59652719479892,49.61686037001171,3.994830959443377
107,22771.0,15,Naive,0.14633494615546938,0.00020075880610497267,0.00015476648598966358,0.0001201247037424316,51.73622367082452,41.31138529930433,4.375096997517903
108,22771.0,17,AR-EWMA,-3.7247096212800352,0.0005473617702193285,0.0005029188374869934,0.0005129469549233916,131.39512512792112,68.61435347066883,4.94879714638131
109,22771.0,17,Naive,-1.3022501883135726,0.0003820877894105695,0.0002590078301078944,0.00016941240472468071,55.76510807474763,41.17628440921669,4.738056392392236
110,22771.0,19,AR-EWMA,-1.7993348734807828,0.00035521085525937353,0.0003219793467423847,0.0003250842246576085,111.03073086537145,59.425693862576054,4.388731368519716
111,22771.0,19,Naive,0.0801454431263452,0.00020361903935681944,0.00015358349066469873,0.0001182699106489852,47.18086714966344,35.3766734621112,4.173678232806589
112,22771.0,23,AR-EWMA,-0.16521133684007028,0.00018111682866198088,0.0001382637638373001,0.00011392839578695412,62.861092151228746,43.064587493714384,3.6183141315447265
113,22771.0,23,Naive,-0.7718516941005151,0.00022334186506689323,0.00017286867312293826,0.00014372287028580275,68.29985253047232,51.12100239080664,4.212566233940984
114,22771.0,28,AR-EWMA,0.025360532264791957,0.0002432670206354591,0.00019348772320523355,0.00017497501484149434,67.33139371583903,45.12202384778126,4.138858318464468
115,22771.0,28,Naive,-0.10765526633028966,0.0002593364416264832,0.00019988054426883252,0.00016446312201622875,59.97689039682682,43.313307900577136,4.173279341148995
116,22771.0,29,AR-EWMA,-0.33108856001337994,0.00018261035284275416,0.00015441300118986095,0.0001460506455074437,62.51947868468529,42.15339327771376,3.688544564496727
117,22771.0,29,Naive,-1.9804036310881004,0.00027324955419876363,0.00018107590994773294,0.00010982082381790272,56.082243702420996,46.42452231005755,4.374582197075474
118,22771.0,33,AR-EWMA,0.04599949471289144,0.00022083952023140818,0.00018562129906868002,0.00017272744811404488,69.97857018245246,45.02763492643183,3.924344640322968
119,22771.0,33,Naive,-0.18285029952301146,0.0002459050143480795,0.00017132728747676918,0.00011824720434645139,51.82355758758106,42.18837770443829,4.33468570287276
120,22771.0,34,AR-EWMA,0.060650168473489474,0.0002989293075025391,0.0002157971032354171,0.00017909239486558313,74.47529489047056,50.31119076664853,4.250781789881248
121,22771.0,34,Naive,-0.0029394946373479947,0.0003088817022172718,0.00021711115098367828,0.00016083484671566527,63.14865103064719,48.13650888313994,4.486791268326929
122,22771.0,35,AR-EWMA,-0.09018402997751895,0.00022305177197209396,0.00016844486838992593,0.00014575839772757213,54.173827917418805,41.81946438042991,4.054555800650433
123,22771.0,35,Naive,-0.6569325184412489,0.0002749844783323491,0.0001813029555955667,0.00010607787373357316,51.061454979006335,42.076530287338684,4.346743721277172
124,22771.0,37,AR-EWMA,-0.09887383976263009,0.0002626521495704101,0.0001674077484190244,0.00012106100668813191,42.82457374407688,39.09702235213593,4.515510455950666
125,22771.0,37,Naive,-0.32002826176376953,0.00028787149085764786,0.00019547994941709394,0.00014492526286664158,47.202302956366,45.97508520963806,4.963621281862961
126,22951.0,4,AR-EWMA,-0.32089420715499006,0.00037030587771098774,0.00029544809480253585,0.00024370021872957377,31.360132088612474,26.262943045320114,5.88748273800247
127,22951.0,4,Naive,-0.880471098910754,0.0004418348002676801,0.00034874111450716657,0.0003028215849508184,34.601206482728685,30.232342594659677,5.978358035745415
128,22951.0,8,AR-EWMA,0.10121091149441452,0.00043155660222918746,0.00025057120135788463,0.00017258208041101743,23.861572996050448,22.560344389914246,5.996756894461484
129,22951.0,8,Naive,-0.13577121798914016,0.00048512571839383936,0.00030551053194641047,0.00022917663450172746,28.865383439182274,29.864351111557287,6.375290305572217
130,22951.0,10,AR-EWMA,0.37723308367710573,0.0002019872309779184,0.00015974179259328782,0.00013107151646924115,28.408728769866325,24.595790546554348,4.7469736550335915
131,22951.0,10,Naive,0.26047714449927906,0.0002201085684912079,0.00017340167188189734,0.00014326564070888087,28.592646749895117,27.104502220294624,4.826896030544566
132,22951.0,11,AR-EWMA,0.3173345415483082,0.0002518329514397557,0.00018260251392697126,0.00013346787906094585,24.346151638842535,22.26180349064568,5.3129105325054775
133,22951.0,11,Naive,0.030130616541560573,0.0003001685697057203,0.00022597394534879496,0.0001929138786592711,28.129002927141382,28.231736404537344,5.498316632753531
134,22951.0,15,AR-EWMA,-0.21880180278971428,0.00019032872426518648,0.00014528886832828513,0.00011887740321239817,42.50562675408787,31.94757449778433,3.9751180442288474
135,22951.0,15,Naive,0.013974206873512918,0.00017119139483038432,0.00012584089178423145,9.756886700562262e-05,31.433571934833036,29.99156934754032,4.031661150926773
136,22951.0,21,AR-EWMA,-7.965600305397931,0.00044528715944848994,0.0003034593433780187,0.00015276040829371077,79.59382749390355,49.95961893650519,4.069812571920027
137,22951.0,21,Naive,-9.19817362030776,0.00047491040585104206,0.00022585698985183385,8.31045492272896e-05,50.26906057219583,35.65838702803263,4.014103474161843
138,22951.0,23,AR-EWMA,-0.1473132483610351,0.0001721877519519871,0.0001374101492206162,0.00011373850503742182,43.6932091000869,33.5027546645813,3.704324714375591
139,22951.0,23,Naive,-0.05005409415597417,0.00016472787196268439,0.00010987416100323026,7.296996971108744e-05,27.916515027250995,27.135229189955844,3.7413556681726745
140,22951.0,29,AR-EWMA,0.26352556143704875,0.00022121211912884804,0.0001620923073640896,0.00013056725269976796,28.317354540762953,25.783995478943805,4.701688214764423
141,22951.0,29,Naive,-0.16454141122085075,0.0002781682417953417,0.0002003980682973487,0.00013463519643198437,32.167485477344,29.01615538898118,4.756547785778001
142,22951.0,30,AR-EWMA,0.017092093217767612,0.0001834536297647758,0.00014994448310865822,0.00013250582649741323,41.58879780025542,32.191307752270355,4.139806977826465
143,22951.0,30,Naive,-0.02309778156601827,0.00018716664955014005,0.0001485286909188213,0.0001238570213797712,36.83224408185516,31.41302803324085,4.183293581140058
144,48219.0,4,AR-EWMA,0.007897258153851339,0.0003642780353526859,0.00027240174923819305,0.00020856169734454762,28.181593441420304,26.252681865318294,5.814250453530927
145,48219.0,4,Naive,-0.5452814154383103,0.00045463037793106446,0.00034395070952498335,0.00026653018932217026,34.071077981528234,35.81993492896188,6.809213055140539
146,48219.0,6,AR-EWMA,-0.4574057439172001,0.0002996725564561268,0.00025313676270097643,0.0002370378411696408,66.50903526506184,44.027952734002454,4.477100429550115
147,48219.0,6,Naive,-0.15671896728845724,0.0002669750415859996,0.0002094195901166997,0.00016776564520042735,48.66320144405151,40.86482798032909,4.726821317092842
148,48219.0,12,AR-EWMA,-0.07780351848026767,0.0002252230202191452,0.00017887995369797528,0.00014899663342444195,35.299863059530956,27.750642478075715,4.86029609221627
149,48219.0,12,Naive,-0.6501044211389757,0.0002786754386918774,0.00022050137854231336,0.00018088101662843531,35.567900945551855,39.04602895712524,5.57818004738696
150,48219.0,14,AR-EWMA,-0.5353487886617472,0.0003001114285122199,0.0002509346716735756,0.00023303265431301034,78.88515781914852,47.86094489369255,4.29919322146419
151,48219.0,14,Naive,-0.45365216432149924,0.0002920177553429121,0.00022423906213300566,0.00018115460699369898,56.36428620851821,44.041634765488446,4.565175204264601
152,48219.0,16,AR-EWMA,0.25847562484399556,0.00024982978384578816,0.00018759416153195615,0.0001457250511828754,47.82490147777689,35.718960158612234,4.513153724709032
153,48219.0,16,Naive,0.1778553257775628,0.0002630604873311867,0.0001915890479669464,0.00014210244020223427,41.38569823329455,39.330019265942646,5.070642545820528
154,48219.0,20,AR-EWMA,-0.4481872160246472,0.00025580363485150457,0.00020331435891582177,0.00017214349463961516,54.38898739694594,39.10729193596907,4.279197146030891
155,48219.0,20,Naive,-0.46145357054389335,0.00025697262916408363,0.00019238688198657133,0.00014235331366449345,44.543149041874166,38.02852518511809,4.445405848076584
156,48219.0,21,AR-EWMA,-1.0125943706709113,0.00033565649708329113,0.00026474388967325055,0.0002162859617141013,65.29597673013706,43.03714759758555,4.5064275102084155
157,48219.0,21,Naive,-1.0283805866048898,0.0003369703226877239,0.0002337564984749633,0.00016274238647447136,50.258883860188206,38.39339027702871,4.520729137787885
158,48219.0,25,AR-EWMA,-0.7851691173004309,0.00033297895161073774,0.00028185986249385143,0.00026313495256777124,92.6621153276421,54.04945325527092,4.4086845397115955
159,48219.0,25,Naive,-0.7246115648015052,0.00032728247145488243,0.00023415917524671656,0.0001672940979772908,58.65072469452788,46.62930305205252,4.740179276616144
160,48219.0,29,AR-EWMA,0.030113809174765582,0.000260338213225887,0.00022110648999812968,0.00020936100526099843,62.84845780281587,42.27782937199875,4.383700149028739
161,48219.0,29,Naive,0.047298327717885225,0.0002580215594028932,0.00019978195659160704,0.00016354380050762263,44.86131825742099,39.58447533483888,4.555977880684583
162,48219.0,38,AR-EWMA,-0.621385947109913,0.0002467807780165838,0.00020488238883042858,0.00018585009160665766,66.56738260810302,44.30094214192846,4.013107627929767
163,48219.0,38,Naive,-0.22583109026909876,0.00021457713521028015,0.00015504974026557335,0.00011040283895309713,40.04533660709529,37.96122303784273,4.41138464163643
164,50200.0,5,AR-EWMA,-1.2564100318582043,9.957634901022904e-05,8.293080012734012e-05,7.930081700770502e-05,50.46254711058159,38.0883341344994,2.4383716818243144
165,50200.0,5,Naive,-0.8262038826742619,8.958221956078108e-05,6.146293799560088e-05,4.044030495680657e-05,32.60438775770323,28.28013452969116,2.398162141836301
166,50200.0,14,AR-EWMA,-0.5068572815499597,7.998015831896475e-05,5.9769134487268825e-05,5.0979794293968097e-05,46.50792810760746,36.05669213445297,2.001642362068872
167,50200.0,14,Naive,-0.40126061432194704,7.712686105410691e-05,4.758677562732148e-05,2.9107328648676366e-05,32.16765477623331,28.521475658169983,1.9678271328524912
168,50200.0,21,AR-EWMA,-4.307339307948003,0.0001607333954001886,0.00011475812273975879,7.026662057137128e-05,81.02509389141808,52.76630441667998,2.298720039939358
169,50200.0,21,Naive,-4.750350803001726,0.0001673072889938648,8.093564111486359e-05,2.9559773277154822e-05,47.351398769911825,34.31747140030954,2.178419888210298
170,50200.0,26,AR-EWMA,-2.2916630957089734,7.900177983645448e-05,5.491742825896897e-05,3.655435085405402e-05,50.47121436928429,37.23653854833176,1.5307684818105947
171,50200.0,26,Naive,-2.8247267173420094,8.515877219477797e-05,4.715543049913137e-05,2.4287899288158277e-05,38.92810942528154,31.422492459062983,1.501854804457553
172,104919.0,4,AR-EWMA,-0.2596982314510521,0.00021615950960226824,0.0001613945938736926,0.0001227764742575093,20.650065010333392,21.37265131159271,5.161663472345155
173,104919.0,4,Naive,-0.855597199687725,0.0002623511310121775,0.00019859571143070493,0.00014923007983966565,26.262091384212,25.97585489281026,5.245421077519297
174,104919.0,5,AR-EWMA,0.15356060201000443,9.558754615667728e-05,7.956349281451817e-05,7.281112524246849e-05,37.39508791407034,29.65599653018912,3.016785863181766
