stock,week,model,R2,RMSE,MAE,MedAE,MAPE_pct,QLIKE
8382,2,XGBoost,0.8761068049807714,0.00023174008033344844,0.0001422727996225242,8.732182681119e-05,11.222086016043962,-5.782350414348202
8382,2,Naive,-0.0019780446957597952,0.0006590320405042149,0.0004952482103246498,0.00038093556937792285,43.2744157042685,-5.624659866349316
8382,6,XGBoost,0.9284382299557403,0.00010696955436369449,7.635787904722614e-05,6.0341419057388315e-05,10.066011193063744,-6.207243385247539
8382,6,Naive,-0.22839227286975383,0.0004431881987314116,0.00035009236281701795,0.0002803101807027692,45.60874621434763,-6.059145704049268
8382,11,XGBoost,0.9082597637187697,0.000296124509438379,0.00011709337618833214,8.109541807552645e-05,7.309048298479272,-5.55926316879491
8382,11,Naive,0.47948677777023674,0.0007053591592621442,0.0004978604527476608,0.0004073731102104449,35.21398185708791,-5.489042567360801
8382,14,XGBoost,0.9496768696066438,7.392004849208804e-05,5.739162198358233e-05,5.080887746756454e-05,8.958002226950626,-6.3399186812104995
8382,14,Naive,0.3641098578916451,0.00026276617839282227,0.0002071053296334953,0.0001743763149536393,31.36390709095605,-6.26983202428284
8382,15,XGBoost,0.8978117559410163,9.904886626809218e-05,7.354855875463214e-05,5.8014424820882415e-05,8.702954020540801,-6.129652422236374
8382,15,Naive,-1.1559793271737027,0.0004549580321077763,0.00036628693219526164,0.00032920045681499634,46.73930937826884,-5.9782498896429335
8382,16,XGBoost,0.9336168544736503,9.013639471916372e-05,6.61971254052266e-05,5.1268606874844145e-05,9.480453238078827,-6.230996793551138
8382,16,Naive,0.21047477657140556,0.0003108524352932531,0.00024033297861525917,0.00018629150685744848,33.6573473704023,-6.1726319462733095
8382,17,XGBoost,0.8434524180861638,0.00013790956978636061,9.444758029827506e-05,6.732408692996562e-05,9.290570988749677,-5.935443455301053
8382,17,Naive,-1.7867723280854482,0.0005818646409022236,0.00047821929964924194,0.00046487097656026314,49.375405746210646,-5.769595085683922
8382,20,XGBoost,0.9171066107240432,9.669221403007145e-05,7.046845061616669e-05,5.5849878100465834e-05,9.70556779983632,-6.205117571192955
8382,20,Naive,0.005887478448404426,0.00033484924819851,0.0002503445208740385,0.0001932365250579728,34.824068497782804,-6.130543421227421
8382,21,XGBoost,0.9483012710871956,7.838750052802813e-05,5.240141525622289e-05,3.687324338059821e-05,7.69738237704323,-6.363217027817669
8382,21,Naive,-1.465484339822857,0.0005413249047405754,0.00036571858293800826,0.00020288456095604284,54.16882324067889,-6.25406075893476
8382,26,XGBoost,0.9333448601845168,9.656281143780188e-05,6.89991653077983e-05,5.345212737069104e-05,10.155379922531308,-6.33889525347683
8382,26,Naive,0.039673652319972,0.0003665240714187979,0.00027424341937887475,0.00021458897333472842,39.4905743857176,-6.190617205107664
8382,28,XGBoost,0.9291152728467167,0.00010017309567021127,7.147850205075619e-05,5.6627634572246405e-05,11.067082284067505,-6.371982944301455
8382,28,Naive,0.35246457731045877,0.00030276559660938877,0.00023096203470985646,0.00018626068057460508,37.56185361074882,-6.290282885251653
8382,38,XGBoost,0.9747346209557832,7.602653123510329e-05,5.494764884106514e-05,4.3274402856504604e-05,11.098843029633553,-6.674130705425747
8382,38,Naive,0.7458284033891267,0.00024113806709086065,0.00017081735415633794,0.0001247737895448058,36.431250020718295,-6.597831200740502
9323,2,XGBoost,0.9192670902723052,7.824154813023852e-05,5.2219898526105e-05,3.84549908798557e-05,7.868711690220042,-6.386783367277151
9323,2,Naive,-2.996695050105201,0.0005505067376821905,0.0003352983380294677,0.00016252416877282635,45.88681117082268,-6.300168841350108
9323,4,XGBoost,0.9760448479267708,0.00012702731361039337,8.744314305053775e-05,6.079523120793744e-05,6.374221525512749,-5.643032646841163
9323,4,Naive,0.6071471029150484,0.0005144138200415991,0.0003910963453681264,0.00030760117813646013,28.64721816769079,-5.575817935713294
9323,8,XGBoost,0.9590270588393666,0.00014819257672579292,9.995236091870557e-05,7.450206075513882e-05,8.358922389094142,-5.775205918010388
9323,8,Naive,0.547396469371271,0.0004925347174638396,0.00036743618553613296,0.000305633966950151,30.590617586353698,-5.699706078987983
9323,11,XGBoost,0.9539335277070758,5.0627314714976195e-05,3.6595274549178196e-05,2.5778869791309164e-05,6.352612302217718,-6.493291792076168
9323,11,Naive,-1.308907929858485,0.0003584228779271201,0.00025481412136507095,0.00016246953093392128,41.986079985545224,-6.417435281969204
9323,17,XGBoost,0.932197351417781,5.487692173126018e-05,4.27119417341794e-05,3.581600394218345e-05,8.417730377816351,-6.607579799367588
9323,17,Naive,-0.09363036603309993,0.00022039497720413185,0.00016734685786392963,0.0001233382832523134,33.23018205017948,-6.544450901048516
9323,23,XGBoost,0.9877442043409346,4.1348615470222995e-05,2.2610748447116792e-05,1.472004131624282e-05,111598405412.5289,-7.306103615882332
9323,23,Naive,0.4128868546608885,0.00028618780158257953,0.00017836282869517815,7.367537666215397e-05,219680280267.93076,-7.176312198843967
9323,26,XGBoost,0.986053830703683,4.1417456571798143e-05,2.8813760541125263e-05,2.105213203409671e-05,67169625895.01398,-7.220777272101289
9323,26,Naive,0.6277076371801329,0.00021399223895315515,0.00016788466152354458,0.0001235922112498348,89664556904.22432,-6.9238494568557565
22675,2,XGBoost,0.9187484655970702,5.63912956763235e-05,4.112828919162311e-05,3.003677618256216e-05,10.004019921157331,-6.79525274340953
22675,2,Naive,-0.6584913491659288,0.00025477270195530964,0.00018775527784034397,0.0001519738082199071,47.30641160693192,-6.684452255469321
22675,4,XGBoost,0.9019900811548827,9.280178390000317e-05,6.854057985010782e-05,5.5213561520358654e-05,10.955630274823907,-6.382543534423587
22675,4,Naive,-0.3598240957411578,0.0003456707851291841,0.00028567781347779253,0.00026199497977089667,50.10985123104986,-6.25107256190831
22675,5,XGBoost,0.8447822094217741,6.542697869667215e-05,4.9685853186603184e-05,3.904122422510373e-05,12.244882410167907,-6.794872598692656
22675,5,Naive,-0.8506245840922693,0.00022591511088545783,0.00017694006900334923,0.00014544693815230983,49.87400550256778,-6.680611315336531
22675,8,XGBoost,0.9532352186385749,0.00011036103046594611,8.021200045290776e-05,5.6223385272870864e-05,9.778848753802727,-6.127034007613032
22675,8,Naive,0.2071791089973567,0.0004544057680516197,0.0003461729286776063,0.0002508420677050371,41.91441898645602,-6.04024081344459
22675,12,XGBoost,0.8121779661327151,8.297347684189482e-05,6.10675492868594e-05,5.11794796678397e-05,12.040030318317365,-6.578206328687892
22675,12,Naive,-0.33573227973721553,0.00022127162734892098,0.00016916598690563172,0.00014134076214275526,32.53912046157765,-6.498847547800799
22675,19,XGBoost,0.9284086594239024,5.4269175749396e-05,4.362139046307059e-05,3.7119643022004764e-05,17.989814075283082,-7.090761105332202
22675,19,Naive,-0.3487393108212502,0.00023555210300236872,0.00018301217632987654,0.00014145145129106464,59.348936284978336,-6.8753324303981485
22675,25,XGBoost,0.9106863535007688,6.774634171709044e-05,3.8660552236757516e-05,2.6862195704521776e-05,12.468808797456816,-7.179872034321542
22675,25,Naive,0.20742989902618858,0.00020181143955422083,0.00013984312718225017,0.00010632663536423574,51.991298209157264,-6.990487320924662
22675,26,XGBoost,0.9499199370127683,4.825918605129101e-05,3.687016669035488e-05,3.1011608721885566e-05,14.879734850097199,-7.293263487685594
22675,26,Naive,0.7562313938510504,0.00010647225362115562,8.239996236905555e-05,6.27344691182967e-05,34.57060186537658,-7.226645604757247
22675,28,XGBoost,0.8706765351342117,6.70362918974723e-05,5.102999734778202e-05,3.973964447347375e-05,13.467144564196712,-6.8872293873664985
22675,28,Naive,-0.4164423781660873,0.00022185579302464971,0.0001749612469594978,0.00015615821563198757,49.59720512471223,-6.736406331546025
22675,29,XGBoost,0.9333240186035402,5.469275259108336e-05,4.247553138777496e-05,3.4107455716197137e-05,15.464220175229876,-7.209466175809944
22675,29,Naive,0.43763811511396333,0.00015883748861067828,0.00012417475036239717,0.0001028572825867221,46.43385841607868,-7.000654933364716
22675,35,XGBoost,0.9502422581088941,4.870661115030354e-05,3.545342470017366e-05,2.71751603812014e-05,13.621183967214662,-7.267533256158695
22675,35,Naive,0.5899316495118041,0.00013982528331322149,0.00010614951211611674,9.031713603380585e-05,41.27339409982426,-7.082995104346286
22729,4,XGBoost,0.9339388957200874,0.00013180384344180546,0.00010506983093236826,8.771561128496913e-05,14.230656031727614,-6.186324503664385
22729,4,Naive,0.23433783372429606,0.0004487182713862692,0.00032669273536391506,0.00023797678642120055,49.444982628951884,-6.082896788701482
22729,12,XGBoost,0.895837568684989,9.034899934690427e-05,7.024144041682257e-05,5.948151411434388e-05,13.430637519314947,-6.523428420695704
22729,12,Naive,-0.06568313828226757,0.0002889893510853769,0.00023082753549871874,0.00019462403985905574,46.020842805063076,-6.398964649719338
22729,14,XGBoost,0.797673565946432,7.609007054335908e-05,5.591597097730139e-05,4.386819344110341e-05,18.058811987651733,-7.097857827096274
22729,14,Naive,-1.5709043921029533,0.00027123431693773433,0.00019639786947566585,0.00012856191939220632,70.91602549013034,-6.935107319630133
22729,17,XGBoost,0.8832519955305443,8.605830545396871e-05,6.170834903851467e-05,4.637774297674459e-05,15.72334209006519,-6.908094783801037
22729,17,Naive,0.06020917643980528,0.00024416513913106693,0.00019268029819713648,0.00016644201115599062,67.31122831190972,-6.79051736170454
22729,21,XGBoost,0.9275405050390538,6.391802329795644e-05,4.3782934127129695e-05,2.9127666719486553e-05,23.98898140150778,-7.5805228506002775
22729,21,Naive,-3.4830303899923356,0.000502760935669445,0.0002857745478481164,0.00010709461730736494,159.24419383259365,-7.241164733010522
22729,24,XGBoost,0.8005864673353431,9.927126913048467e-05,6.37916428039827e-05,4.5140025550389974e-05,25.27032973004284,274875.38765413506
22729,24,Naive,-0.2389026438419919,0.00024743711901664824,0.0001757194629023437,0.00014487513457496395,77.33296600511686,-6.768593977076085
22729,28,XGBoost,0.85288721647457,7.96167983950222e-05,5.5694993376040537e-05,3.9468039176900163e-05,28.51077705195484,-7.4097988843094535
22729,28,Naive,-0.016954201851496098,0.0002093293864707583,0.000162811365611067,0.00012576566853732946,140.03417354487544,-7.162936974666703
22729,29,XGBoost,0.8525508913572707,6.988407225343125e-05,5.336318035188934e-05,4.178937165964749e-05,21.174337384143236,-7.292064612562965
22729,29,Naive,0.014678760222323728,0.00018065336296739222,0.00014548768362378594,0.00012412352563840326,64.78960139092761,-6.806444284155643
22729,30,XGBoost,0.8052249367704358,8.45517585101482e-05,6.497021478760228e-05,5.0935915088293375e-05,37.46811139381224,288520.27125414007
22729,30,Naive,0.16829327243186398,0.00017471937791092474,0.00013780860757354506,0.00011831044111796493,90.68932011575104,-7.17858458973886
22729,33,XGBoost,0.819398469025814,7.725911809604756e-05,5.809102344180864e-05,4.587418351350661e-05,21.332442040014325,-7.203163554991324
22729,33,Naive,-2.6140007407209622,0.00034560749424197596,0.0002451636556536169,0.00015595143710158028,101.68985750558919,-6.651601270930033
22729,35,XGBoost,0.9026762308174646,6.354005614231362e-05,4.7974683117638795e-05,3.6339957879184695e-05,85934161944.17119,-7.014588469676588
22729,35,Naive,0.48826314525722936,0.000145700647551828,0.00011760044018836708,0.00010263899518438647,386110202789.8638,-7.257443918201231
22753,6,XGBoost,0.9158433977269287,5.1789523511498076e-05,3.9832734137507134e-05,3.190238099681612e-05,10.664160153676757,-6.909465533717859
22753,6,Naive,-3.750486496461644,0.000389105045913074,0.00022961136186546889,9.02751148518779e-05,50.569012779305986,-6.801370334172439
22753,8,XGBoost,0.9723447055830896,7.433053341083522e-05,5.004675261492864e-05,3.5927427252732756e-05,5.885213452338679,-6.143997368385723
22753,8,Naive,0.4139716976116288,0.00034216643243539937,0.00024909418669876896,0.00016373786528911353,30.854112225241465,-6.085364481890666
22753,16,XGBoost,0.9460954013127293,4.20366255324754e-05,3.328911377623149e-05,2.7593360237915986e-05,9.861123994099351,-6.971326150374368
22753,16,Naive,0.3035299277829411,0.000151100592411881,0.0001249674009525,0.00011456885576674035,36.419651843558064,-6.905280587817287
22753,17,XGBoost,0.9539258368736235,3.810445834400074e-05,2.839906799960236e-05,2.188404130821402e-05,7.092396367336892,-6.848877075291117
22753,17,Naive,-0.015588573410758588,0.00017889819866000206,0.0001420151041577181,0.00012495608688791815,38.08553849073886,-6.781776586306215
22753,19,XGBoost,0.9299716980404801,5.3438829834291254e-05,4.002667327874286e-05,3.115660929873482e-05,11.221089369486997,-6.899717282241005
22753,19,Naive,-0.8687907580229965,0.0002760580911524689,0.0002027714542173342,0.00014631003149526275,48.21064126929902,-6.772992385644993
22753,28,XGBoost,0.9137359425628208,4.67161136492781e-05,3.356172577449793e-05,2.59650240073853e-05,7.3986512514086265,-6.728414913979176
22753,28,Naive,-0.08948184154003735,0.000166020517681534,0.00012942665449189628,0.00010455026106571193,27.869993836234503,-6.66389770049113
22753,33,XGBoost,0.9427656042432403,4.3807974859693996e-05,2.8970889969567763e-05,2.2443097746966718e-05,7.280544613100701,-6.872630360922757
22753,33,Naive,0.2399073410933339,0.00015964594618050334,0.00012310170258990655,0.00010068417178533812,33.993493920046795,-6.820365553571865
22753,37,XGBoost,0.8647106099967062,7.196179365863252e-05,3.671379640823729e-05,2.7419638771191692e-05,7.996854301638483,-6.7306378351157266
22753,37,Naive,0.11132783046855532,0.00018443396383298693,0.00013173009635554877,0.00010931007342796019,30.778230087931647,-6.6732709963570755
22771,4,XGBoost,0.903143743715882,0.00014834095492279793,0.00011371345036633128,9.223847432438144e-05,15.686294622846992,-6.165075614645676
22771,4,Naive,-0.008574191735327918,0.00047868647457958074,0.000370459194592372,0.00029660559474300183,53.215097502110574,-6.039835369261429
22771,11,XGBoost,0.7927159840031373,0.00014488415320914594,9.697425364481543e-05,7.083704294809088e-05,18.29048478470795,-6.5330009575571895
22771,11,Naive,-0.09856947987738396,0.0003335429338011277,0.00024206777399197844,0.00018804546426793274,50.77505331736576,-6.386582632427321
22771,12,XGBoost,0.8615842954868351,0.00011337888472276792,8.700235032370123e-05,7.188824747813546e-05,13.692912953506825,-6.350875786392522
22771,12,Naive,0.022388882873919047,0.0003013162561320023,0.00024154453977252483,0.00021766490734651187,41.139926645308975,-6.188987212466007
22771,14,XGBoost,0.813444084072172,8.690110267075195e-05,6.587691663040869e-05,5.482625312327926e-05,16.212322962388427,-6.77617618605715
22771,14,Naive,-0.0905931979323964,0.00021011263375842674,0.00015962325844431403,0.00012871399274748854,39.44026660540429,-6.681646687317933
22771,15,XGBoost,0.899234793090957,7.84598985919908e-05,5.6960815760824935e-05,4.5523282484987283e-05,17.118854727466086,-6.956654675942541
22771,15,Naive,0.1673643262525062,0.000225538116358387,0.00017629636492550908,0.00014951725867524466,58.262858097894124,-6.781340401654814
22771,17,XGBoost,0.7266738427248,0.00013214983934648408,9.03311115742827e-05,6.559898719764098e-05,17.970608591616134,-6.613354222334681
22771,17,Naive,-2.618432549173732,0.0004808241609236518,0.0003327023261020865,0.00018978650880619217,67.83919967663763,-6.4466070733146665
22771,19,XGBoost,0.8386802475439538,9.004405544424668e-05,6.34496140744573e-05,4.779395682167714e-05,20.21020193423594,-6.809928340711745
22771,19,Naive,-0.3272916114257485,0.0002582821828043723,0.0001991431850550395,0.00015173813367044565,56.17931840716971,-6.70421701027806
22771,23,XGBoost,0.9430943070663037,6.278113081419764e-05,4.798062310665679e-05,3.850668166401095e-05,18.475552960905034,-7.169709689095819
22771,23,Naive,0.21575595947403203,0.00023306490891122905,0.00018194963180415878,0.00014505517201709574,74.70446824657883,-6.998635625385194
